
---------- Begin Simulation Statistics ----------
simSeconds                                   0.034569                       # Number of seconds simulated (Second)
simTicks                                  34568941455                       # Number of ticks simulated (Tick)
finalTick                                 34568941455                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    629.61                       # Real time elapsed on the host (Second)
hostTickRate                                 54905237                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2378572                       # Number of bytes of host memory used (Byte)
simInsts                                    100000002                       # Number of instructions simulated (Count)
simOps                                      193177789                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   158828                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     306821                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        103810636                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.038106                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.963292                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       232554533                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    23348                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      220576272                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 295066                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             39400017                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          64920702                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved               16913                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           101807815                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.166595                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.442143                       # Number of insts issued each cycle (Count)
system.cpu.icache.ReadReq.missLatency::cpu.inst   6156276218                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.missLatency::total   6156276218                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.accesses::cpu.inst     19642556                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.accesses::total     19642556                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.031629                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.031629                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst  9909.020438                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total  9909.020438                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst        38270                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total        38270                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst       583010                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total       583010                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst   5428720837                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total   5428720837                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.029681                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.029681                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst  9311.539831                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total  9311.539831                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED  34568941455                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse           511.019169                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs             19604286                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs             583010                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs              33.625986                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick               84249                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst   511.019169                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.998084                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.998084                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024          511                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::1           25                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::2            5                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::3          345                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::4          136                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024     0.998047                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses           39868122                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses          39868122                       # Number of data accesses (Count)
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  34568941455                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.iew.idleCycles                           0                       # Number of cycles IEW is idle (Cycle)
system.cpu.iew.squashCycles                    845666                       # Number of cycles IEW is squashing (Cycle)
system.cpu.iew.blockCycles                    8102133                       # Number of cycles IEW is blocking (Cycle)
system.cpu.iew.unblockCycles                  4145864                       # Number of cycles IEW is unblocking (Cycle)
system.cpu.iew.dispatchedInsts              232577881                       # Number of instructions dispatched to IQ (Count)
system.cpu.iew.dispSquashedInsts                54314                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.iew.dispLoadInsts                 31050670                       # Number of dispatched load instructions (Count)
system.cpu.iew.dispStoreInsts                16246272                       # Number of dispatched store instructions (Count)
system.cpu.iew.dispNonSpecInsts                  7761                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iew.iqFullEvents                    167435                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.iew.lsqFullEvents                  3855239                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.iew.memOrderViolationEvents           8442                       # Number of memory order violations (Count)
system.cpu.iew.predictedTakenIncorrect         412765                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.iew.predictedNotTakenIncorrect       538884                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu.iew.branchMispredicts               951649                       # Number of branch mispredicts detected at execute (Count)
system.cpu.iew.instsToCommit                218322462                       # Cumulative count of insts sent to commit (Count)
system.cpu.iew.writebackCount               217852451                       # Cumulative count of insts written-back (Count)
system.cpu.iew.producerInst                 156314325                       # Number of instructions producing a value (Count)
system.cpu.iew.consumerInst                 255009366                       # Number of instructions consuming a value (Count)
system.cpu.iew.wbRate                        2.098556                       # Insts written-back per cycle ((Count/Cycle))
system.cpu.iew.wbFanout                      0.612975                       # Average fanout of values written-back ((Count/Count))
system.cpu.interrupts.clk_domain.clock           5328                       # Clock period in ticks (Tick)
system.cpu.itb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu.itb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.itb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu.itb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.itb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.itb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.itb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu.itb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED  34568941455                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.itb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu.itb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu.itb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu.itb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.itb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.itb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu.itb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu.itb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  34568941455                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.lsq0.forwLoads                     5486454                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads                 5506948                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses                18732                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation                8442                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores                2480032                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads                23501                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                  12164                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples           25540582                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::mean              4.396729                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::stdev            10.471022                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::0-9               24282146     95.07%     95.07% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::10-19                79367      0.31%     95.38% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::20-29              1049546      4.11%     99.49% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::30-39                92745      0.36%     99.86% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::40-49                 2027      0.01%     99.86% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::50-59                 1905      0.01%     99.87% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::60-69                  693      0.00%     99.87% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::70-79                  418      0.00%     99.88% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::80-89                  382      0.00%     99.88% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::90-99                  263      0.00%     99.88% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::100-109                297      0.00%     99.88% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::110-119                325      0.00%     99.88% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::120-129                438      0.00%     99.88% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::130-139                387      0.00%     99.88% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::140-149                546      0.00%     99.89% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::150-159                729      0.00%     99.89% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::160-169                776      0.00%     99.89% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::170-179               1000      0.00%     99.90% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::180-189               1370      0.01%     99.90% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::190-199               9408      0.04%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::200-209               1172      0.00%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::210-219                568      0.00%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::220-229               1082      0.00%     99.95% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::230-239               5486      0.02%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::240-249               1290      0.01%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::250-259                277      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::260-269                236      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::270-279               1142      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::280-289               2463      0.01%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::290-299                116      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::overflows             1982      0.01%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::max_value             2073                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::total             25540582                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.mmu.dtb.rdAccesses                29120917                       # TLB accesses on read requests (Count)
system.cpu.mmu.dtb.wrAccesses                15265470                       # TLB accesses on write requests (Count)
system.cpu.mmu.dtb.rdMisses                    263988                       # TLB misses on read requests (Count)
system.cpu.mmu.dtb.wrMisses                     43440                       # TLB misses on write requests (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  34568941455                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.rdAccesses                       0                       # TLB accesses on read requests (Count)
system.cpu.mmu.itb.wrAccesses                19644013                       # TLB accesses on write requests (Count)
system.cpu.mmu.itb.rdMisses                         0                       # TLB misses on read requests (Count)
system.cpu.mmu.itb.wrMisses                     42953                       # TLB misses on write requests (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  34568941455                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON  34568941455                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.squashCycles                 845666                       # Number of cycles rename is squashing (Cycle)
system.cpu.rename.idleCycles                 29968537                       # Number of cycles rename is idle (Cycle)
system.cpu.rename.blockCycles                15333812                       # Number of cycles rename is blocking (Cycle)
system.cpu.rename.serializeStallCycles           2053                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.runCycles                  35754089                       # Number of cycles rename is running (Cycle)
system.cpu.rename.unblockCycles              19903658                       # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.renamedInsts              238260636                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents                271571                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                2994361                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents                 930379                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents               15552054                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.fullRegistersEvents              25                       # Number of times there has been no free registers (Count)
system.cpu.rename.renamedOperands           366577866                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                   752864839                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                307700728                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                   2011489                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps             297979923                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                 68597790                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                      48                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                  48                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                  12700407                       # count of insts added to the skid buffer (Count)
system.cpu.rob.reads                        316251077                       # The number of ROB reads (Count)
system.cpu.rob.writes                       470572667                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                100000002                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                  193177789                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    87                       # Number of system calls (Count)
system.cpu_clk_domain.clock                       333                       # Clock period in ticks (Tick)
system.cpu_voltage_domain.voltage                   1                       # Voltage in Volts (Volt)
system.l2.demandHits::cpu.inst                 572744                       # number of demand (read+write) hits (Count)
system.l2.demandHits::cpu.data                 805935                       # number of demand (read+write) hits (Count)
system.l2.demandHits::total                   1378679                       # number of demand (read+write) hits (Count)
system.l2.overallHits::cpu.inst                572744                       # number of overall hits (Count)
system.l2.overallHits::cpu.data                805935                       # number of overall hits (Count)
system.l2.overallHits::total                  1378679                       # number of overall hits (Count)
system.l2.demandMisses::cpu.inst                10229                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::cpu.data               119312                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::total                  129541                       # number of demand (read+write) misses (Count)
system.l2.overallMisses::cpu.inst               10229                       # number of overall misses (Count)
system.l2.overallMisses::cpu.data              119312                       # number of overall misses (Count)
system.l2.overallMisses::total                 129541                       # number of overall misses (Count)
system.l2.demandMissLatency::cpu.inst       800929935                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu.data      9019884420                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::total         9820814355                       # number of demand (read+write) miss ticks (Tick)
system.l2.overallMissLatency::cpu.inst      800929935                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu.data     9019884420                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::total        9820814355                       # number of overall miss ticks (Tick)
system.l2.demandAccesses::cpu.inst             582973                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu.data             925247                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::total               1508220                       # number of demand (read+write) accesses (Count)
system.l2.overallAccesses::cpu.inst            582973                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu.data            925247                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::total              1508220                       # number of overall (read+write) accesses (Count)
system.l2.demandMissRate::cpu.inst           0.017546                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu.data           0.128952                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::total              0.085890                       # miss rate for demand accesses (Ratio)
system.l2.overallMissRate::cpu.inst          0.017546                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu.data          0.128952                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::total             0.085890                       # miss rate for overall accesses (Ratio)
system.l2.demandAvgMissLatency::cpu.inst 78299.925213                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu.data 75599.138561                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::total    75812.401904                       # average overall miss latency in ticks ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.inst 78299.925213                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.data 75599.138561                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::total   75812.401904                       # average overall miss latency ((Tick/Count))
system.l2.blockedCycles::no_mshrs                   0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCycles::no_targets                 0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCauses::no_mshrs                   0                       # number of times access was blocked (Count)
system.l2.blockedCauses::no_targets                 0                       # number of times access was blocked (Count)
system.l2.avgBlocked::no_mshrs                    nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.avgBlocked::no_targets                  nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.writebacks::writebacks                81585                       # number of writebacks (Count)
system.l2.writebacks::total                     81585                       # number of writebacks (Count)
system.l2.demandMshrHits::cpu.inst                  2                       # number of demand (read+write) MSHR hits (Count)
system.l2.demandMshrHits::total                     2                       # number of demand (read+write) MSHR hits (Count)
system.l2.overallMshrHits::cpu.inst                 2                       # number of overall MSHR hits (Count)
system.l2.overallMshrHits::total                    2                       # number of overall MSHR hits (Count)
system.l2.demandMshrMisses::cpu.inst            10227                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu.data           119312                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::total              129539                       # number of demand (read+write) MSHR misses (Count)
system.l2.overallMshrMisses::cpu.inst           10227                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu.data          119312                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::total             129539                       # number of overall MSHR misses (Count)
system.l2.demandMshrMissLatency::cpu.inst    730974713                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu.data   8205493402                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::total     8936468115                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu.inst    730974713                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu.data   8205493402                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::total    8936468115                       # number of overall MSHR miss ticks (Tick)
system.l2.demandMshrMissRate::cpu.inst       0.017543                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu.data       0.128952                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::total          0.085889                       # mshr miss ratio for demand accesses (Ratio)
system.l2.overallMshrMissRate::cpu.inst      0.017543                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu.data      0.128952                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::total         0.085889                       # mshr miss ratio for overall accesses (Ratio)
system.l2.demandAvgMshrMissLatency::cpu.inst 71474.989049                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::cpu.data 68773.412582                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::total 68986.699874                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu.inst 71474.989049                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu.data 68773.412582                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::total 68986.699874                       # average overall mshr miss latency ((Tick/Count))
system.l2.replacements                          97141                       # number of replacements (Count)
system.l2.ReadCleanReq.hits::cpu.inst          572744                       # number of ReadCleanReq hits (Count)
system.l2.ReadCleanReq.hits::total             572744                       # number of ReadCleanReq hits (Count)
system.l2.ReadCleanReq.misses::cpu.inst         10229                       # number of ReadCleanReq misses (Count)
system.l2.ReadCleanReq.misses::total            10229                       # number of ReadCleanReq misses (Count)
system.l2.ReadCleanReq.missLatency::cpu.inst    800929935                       # number of ReadCleanReq miss ticks (Tick)
system.l2.ReadCleanReq.missLatency::total    800929935                       # number of ReadCleanReq miss ticks (Tick)
system.l2.ReadCleanReq.accesses::cpu.inst       582973                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.l2.ReadCleanReq.accesses::total         582973                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.l2.ReadCleanReq.missRate::cpu.inst     0.017546                       # miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.missRate::total       0.017546                       # miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.avgMissLatency::cpu.inst 78299.925213                       # average ReadCleanReq miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMissLatency::total 78299.925213                       # average ReadCleanReq miss latency ((Tick/Count))
system.l2.ReadCleanReq.mshrHits::cpu.inst            2                       # number of ReadCleanReq MSHR hits (Count)
system.l2.ReadCleanReq.mshrHits::total              2                       # number of ReadCleanReq MSHR hits (Count)
system.l2.ReadCleanReq.mshrMisses::cpu.inst        10227                       # number of ReadCleanReq MSHR misses (Count)
system.l2.ReadCleanReq.mshrMisses::total        10227                       # number of ReadCleanReq MSHR misses (Count)
system.l2.ReadCleanReq.mshrMissLatency::cpu.inst    730974713                       # number of ReadCleanReq MSHR miss ticks (Tick)
system.l2.ReadCleanReq.mshrMissLatency::total    730974713                       # number of ReadCleanReq MSHR miss ticks (Tick)
system.l2.ReadCleanReq.mshrMissRate::cpu.inst     0.017543                       # mshr miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.mshrMissRate::total     0.017543                       # mshr miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.avgMshrMissLatency::cpu.inst 71474.989049                       # average ReadCleanReq mshr miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMshrMissLatency::total 71474.989049                       # average ReadCleanReq mshr miss latency ((Tick/Count))
system.l2.ReadExReq.hits::cpu.data              47693                       # number of ReadExReq hits (Count)
system.l2.ReadExReq.hits::total                 47693                       # number of ReadExReq hits (Count)
system.l2.ReadExReq.misses::cpu.data            98897                       # number of ReadExReq misses (Count)
system.l2.ReadExReq.misses::total               98897                       # number of ReadExReq misses (Count)
system.l2.ReadExReq.missLatency::cpu.data   7357929372                       # number of ReadExReq miss ticks (Tick)
system.l2.ReadExReq.missLatency::total     7357929372                       # number of ReadExReq miss ticks (Tick)
system.l2.ReadExReq.accesses::cpu.data         146590                       # number of ReadExReq accesses(hits+misses) (Count)
system.l2.ReadExReq.accesses::total            146590                       # number of ReadExReq accesses(hits+misses) (Count)
system.l2.ReadExReq.missRate::cpu.data       0.674650                       # miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.missRate::total          0.674650                       # miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.avgMissLatency::cpu.data 74399.924892                       # average ReadExReq miss latency ((Tick/Count))
system.l2.ReadExReq.avgMissLatency::total 74399.924892                       # average ReadExReq miss latency ((Tick/Count))
system.l2.ReadExReq.mshrMisses::cpu.data        98897                       # number of ReadExReq MSHR misses (Count)
system.l2.ReadExReq.mshrMisses::total           98897                       # number of ReadExReq MSHR misses (Count)
system.l2.ReadExReq.mshrMissLatency::cpu.data   6682865279                       # number of ReadExReq MSHR miss ticks (Tick)
system.l2.ReadExReq.mshrMissLatency::total   6682865279                       # number of ReadExReq MSHR miss ticks (Tick)
system.l2.ReadExReq.mshrMissRate::cpu.data     0.674650                       # mshr miss rate for ReadExReq accesses (Ratio)
