
---------- Begin Simulation Statistics ----------
simSeconds                                   0.033836                       # Number of seconds simulated (Second)
simTicks                                  33836312484                       # Number of ticks simulated (Tick)
finalTick                                 33836312484                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    620.61                       # Real time elapsed on the host (Second)
hostTickRate                                 54520748                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2248056                       # Number of bytes of host memory used (Byte)
simInsts                                    100000001                       # Number of instructions simulated (Count)
simOps                                      170988010                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   161131                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     275514                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        101610549                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.016105                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.984150                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       227060901                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      302                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      210350599                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  83423                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             56073139                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          95718835                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 194                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           101522989                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.071950                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.436671                       # Number of insts issued each cycle (Count)
system.cpu.icache.ReadReq.accesses::total     16639080                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.000070                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.000070                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst 70740.993157                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total 70740.993157                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst          283                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total          283                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst          886                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total          886                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst     64672929                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total     64672929                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.000053                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.000053                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst 72994.276524                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total 72994.276524                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED  33836312484                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse           468.634647                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs             16638797                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs                886                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs           18779.680587                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick               84249                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst   468.634647                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.915302                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.915302                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024          480                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::2            1                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::4          479                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024     0.937500                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses           33279046                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses          33279046                       # Number of data accesses (Count)
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  33836312484                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.iew.idleCycles                           0                       # Number of cycles IEW is idle (Cycle)
system.cpu.iew.squashCycles                   1018819                       # Number of cycles IEW is squashing (Cycle)
system.cpu.iew.blockCycles                   11266696                       # Number of cycles IEW is blocking (Cycle)
system.cpu.iew.unblockCycles                  7457466                       # Number of cycles IEW is unblocking (Cycle)
system.cpu.iew.dispatchedInsts              227061203                       # Number of instructions dispatched to IQ (Count)
system.cpu.iew.dispSquashedInsts                47306                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.iew.dispLoadInsts                 47768594                       # Number of dispatched load instructions (Count)
system.cpu.iew.dispStoreInsts                14302358                       # Number of dispatched store instructions (Count)
system.cpu.iew.dispNonSpecInsts                   108                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iew.iqFullEvents                    103513                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.iew.lsqFullEvents                  7138592                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.iew.memOrderViolationEvents           5053                       # Number of memory order violations (Count)
system.cpu.iew.predictedTakenIncorrect         498828                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.iew.predictedNotTakenIncorrect       589917                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu.iew.branchMispredicts              1088745                       # Number of branch mispredicts detected at execute (Count)
system.cpu.iew.instsToCommit                206152143                       # Cumulative count of insts sent to commit (Count)
system.cpu.iew.writebackCount               205342081                       # Cumulative count of insts written-back (Count)
system.cpu.iew.producerInst                 161767236                       # Number of instructions producing a value (Count)
system.cpu.iew.consumerInst                 257225207                       # Number of instructions consuming a value (Count)
system.cpu.iew.wbRate                        2.020874                       # Insts written-back per cycle ((Count/Cycle))
system.cpu.iew.wbFanout                      0.628893                       # Average fanout of values written-back ((Count/Count))
system.cpu.interrupts.clk_domain.clock           5328                       # Clock period in ticks (Tick)
system.cpu.itb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu.itb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.itb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu.itb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.itb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.itb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.itb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu.itb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED  33836312484                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.itb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu.itb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu.itb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu.itb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.itb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.itb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu.itb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu.itb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  33836312484                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.lsq0.forwLoads                     7183454                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads                11856424                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses                23952                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation                5053                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores                3607721                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads                    1                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                 146671                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples           35912163                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::mean              4.501702                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::stdev            16.038307                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::0-9               34984160     97.42%     97.42% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::10-19                41014      0.11%     97.53% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::20-29               660857      1.84%     99.37% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::30-39                34414      0.10%     99.47% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::40-49                17035      0.05%     99.51% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::50-59                 8104      0.02%     99.54% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::60-69                 4429      0.01%     99.55% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::70-79                 3935      0.01%     99.56% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::80-89                 2103      0.01%     99.57% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::90-99                 5098      0.01%     99.58% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::100-109               5583      0.02%     99.60% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::110-119               7345      0.02%     99.62% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::120-129              12022      0.03%     99.65% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::130-139               6981      0.02%     99.67% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::140-149               5918      0.02%     99.68% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::150-159               3415      0.01%     99.69% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::160-169               3938      0.01%     99.71% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::170-179               4700      0.01%     99.72% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::180-189              11803      0.03%     99.75% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::190-199              41126      0.11%     99.87% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::200-209               5546      0.02%     99.88% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::210-219               1965      0.01%     99.89% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::220-229               2201      0.01%     99.89% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::230-239              11302      0.03%     99.92% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::240-249               3891      0.01%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::250-259               2143      0.01%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::260-269               1476      0.00%     99.95% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::270-279               4135      0.01%     99.96% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::280-289               4785      0.01%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::290-299                857      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::overflows             9882      0.03%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::max_value             1903                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::total             35912163                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.mmu.dtb.rdAccesses                43404954                       # TLB accesses on read requests (Count)
system.cpu.mmu.dtb.wrAccesses                12712179                       # TLB accesses on write requests (Count)
system.cpu.mmu.dtb.rdMisses                    321804                       # TLB misses on read requests (Count)
system.cpu.mmu.dtb.wrMisses                    530298                       # TLB misses on write requests (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  33836312484                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.rdAccesses                       0                       # TLB accesses on read requests (Count)
system.cpu.mmu.itb.wrAccesses                16639322                       # TLB accesses on write requests (Count)
system.cpu.mmu.itb.rdMisses                         0                       # TLB misses on read requests (Count)
system.cpu.mmu.itb.wrMisses                       312                       # TLB misses on write requests (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  33836312484                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON  33836312484                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.squashCycles                1018819                       # Number of cycles rename is squashing (Cycle)
system.cpu.rename.idleCycles                 15315874                       # Number of cycles rename is idle (Cycle)
system.cpu.rename.blockCycles                24968252                       # Number of cycles rename is blocking (Cycle)
system.cpu.rename.serializeStallCycles           2337                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.runCycles                  32361265                       # Number of cycles rename is running (Cycle)
system.cpu.rename.unblockCycles              27856442                       # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.renamedInsts              235273093                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents                252939                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                5789817                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents                1217488                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents               19897577                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.renamedOperands           398402849                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                   839776408                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                355186248                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                    288140                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps             297732928                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                100669793                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                      46                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                  47                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                  24334103                       # count of insts added to the skid buffer (Count)
system.cpu.rob.reads                        310730680                       # The number of ROB reads (Count)
system.cpu.rob.writes                       461911855                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                100000001                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                  170988010                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    63                       # Number of system calls (Count)
system.cpu_clk_domain.clock                       333                       # Clock period in ticks (Tick)
system.cpu_voltage_domain.voltage                   1                       # Voltage in Volts (Volt)
system.l2.demandHits::cpu.inst                     34                       # number of demand (read+write) hits (Count)
system.l2.demandHits::cpu.data                1019339                       # number of demand (read+write) hits (Count)
system.l2.demandHits::total                   1019373                       # number of demand (read+write) hits (Count)
system.l2.overallHits::cpu.inst                    34                       # number of overall hits (Count)
system.l2.overallHits::cpu.data               1019339                       # number of overall hits (Count)
system.l2.overallHits::total                  1019373                       # number of overall hits (Count)
system.l2.demandMisses::cpu.inst                  852                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::cpu.data               141619                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::total                  142471                       # number of demand (read+write) misses (Count)
system.l2.overallMisses::cpu.inst                 852                       # number of overall misses (Count)
system.l2.overallMisses::cpu.data              141619                       # number of overall misses (Count)
system.l2.overallMisses::total                 142471                       # number of overall misses (Count)
system.l2.demandMissLatency::cpu.inst        63536400                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu.data     11405334915                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::total        11468871315                       # number of demand (read+write) miss ticks (Tick)
system.l2.overallMissLatency::cpu.inst       63536400                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu.data    11405334915                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::total       11468871315                       # number of overall miss ticks (Tick)
system.l2.demandAccesses::cpu.inst                886                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu.data            1160958                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::total               1161844                       # number of demand (read+write) accesses (Count)
system.l2.overallAccesses::cpu.inst               886                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu.data           1160958                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::total              1161844                       # number of overall (read+write) accesses (Count)
system.l2.demandMissRate::cpu.inst           0.961625                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu.data           0.121985                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::total              0.122625                       # miss rate for demand accesses (Ratio)
system.l2.overallMissRate::cpu.inst          0.961625                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu.data          0.121985                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::total             0.122625                       # miss rate for overall accesses (Ratio)
system.l2.demandAvgMissLatency::cpu.inst 74573.239437                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu.data 80535.344233                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::total    80499.689867                       # average overall miss latency in ticks ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.inst 74573.239437                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.data 80535.344233                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::total   80499.689867                       # average overall miss latency ((Tick/Count))
system.l2.blockedCycles::no_mshrs                   0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCycles::no_targets                 0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCauses::no_mshrs                   0                       # number of times access was blocked (Count)
system.l2.blockedCauses::no_targets                 0                       # number of times access was blocked (Count)
system.l2.avgBlocked::no_mshrs                    nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.avgBlocked::no_targets                  nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.writebacks::writebacks                90720                       # number of writebacks (Count)
system.l2.writebacks::total                     90720                       # number of writebacks (Count)
system.l2.demandMshrMisses::cpu.inst              852                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu.data           141619                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::total              142471                       # number of demand (read+write) MSHR misses (Count)
system.l2.overallMshrMisses::cpu.inst             852                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu.data          141619                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::total             142471                       # number of overall MSHR misses (Count)
system.l2.demandMshrMissLatency::cpu.inst     57721704                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu.data  10438618552                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::total    10496340256                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu.inst     57721704                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu.data  10438618552                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::total   10496340256                       # number of overall MSHR miss ticks (Tick)
system.l2.demandMshrMissRate::cpu.inst       0.961625                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu.data       0.121985                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::total          0.122625                       # mshr miss ratio for demand accesses (Ratio)
system.l2.overallMshrMissRate::cpu.inst      0.961625                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu.data      0.121985                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::total         0.122625                       # mshr miss ratio for overall accesses (Ratio)
system.l2.demandAvgMshrMissLatency::cpu.inst 67748.478873                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::cpu.data 73709.167216                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::total 73673.521320                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu.inst 67748.478873                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu.data 73709.167216                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::total 73673.521320                       # average overall mshr miss latency ((Tick/Count))
system.l2.replacements                         109767                       # number of replacements (Count)
system.l2.ReadCleanReq.hits::cpu.inst              34                       # number of ReadCleanReq hits (Count)
system.l2.ReadCleanReq.hits::total                 34                       # number of ReadCleanReq hits (Count)
system.l2.ReadCleanReq.misses::cpu.inst           852                       # number of ReadCleanReq misses (Count)
system.l2.ReadCleanReq.misses::total              852                       # number of ReadCleanReq misses (Count)
system.l2.ReadCleanReq.missLatency::cpu.inst     63536400                       # number of ReadCleanReq miss ticks (Tick)
system.l2.ReadCleanReq.missLatency::total     63536400                       # number of ReadCleanReq miss ticks (Tick)
system.l2.ReadCleanReq.accesses::cpu.inst          886                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.l2.ReadCleanReq.accesses::total            886                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.l2.ReadCleanReq.missRate::cpu.inst     0.961625                       # miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.missRate::total       0.961625                       # miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.avgMissLatency::cpu.inst 74573.239437                       # average ReadCleanReq miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMissLatency::total 74573.239437                       # average ReadCleanReq miss latency ((Tick/Count))
system.l2.ReadCleanReq.mshrMisses::cpu.inst          852                       # number of ReadCleanReq MSHR misses (Count)
system.l2.ReadCleanReq.mshrMisses::total          852                       # number of ReadCleanReq MSHR misses (Count)
system.l2.ReadCleanReq.mshrMissLatency::cpu.inst     57721704                       # number of ReadCleanReq MSHR miss ticks (Tick)
system.l2.ReadCleanReq.mshrMissLatency::total     57721704                       # number of ReadCleanReq MSHR miss ticks (Tick)
system.l2.ReadCleanReq.mshrMissRate::cpu.inst     0.961625                       # mshr miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.mshrMissRate::total     0.961625                       # mshr miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.avgMshrMissLatency::cpu.inst 67748.478873                       # average ReadCleanReq mshr miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMshrMissLatency::total 67748.478873                       # average ReadCleanReq mshr miss latency ((Tick/Count))
system.l2.ReadExReq.hits::cpu.data             301337                       # number of ReadExReq hits (Count)
system.l2.ReadExReq.hits::total                301337                       # number of ReadExReq hits (Count)
system.l2.ReadExReq.misses::cpu.data           103149                       # number of ReadExReq misses (Count)
system.l2.ReadExReq.misses::total              103149                       # number of ReadExReq misses (Count)
system.l2.ReadExReq.missLatency::cpu.data   8354572398                       # number of ReadExReq miss ticks (Tick)
system.l2.ReadExReq.missLatency::total     8354572398                       # number of ReadExReq miss ticks (Tick)
system.l2.ReadExReq.accesses::cpu.data         404486                       # number of ReadExReq accesses(hits+misses) (Count)
system.l2.ReadExReq.accesses::total            404486                       # number of ReadExReq accesses(hits+misses) (Count)
system.l2.ReadExReq.missRate::cpu.data       0.255013                       # miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.missRate::total          0.255013                       # miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.avgMissLatency::cpu.data 80995.185586                       # average ReadExReq miss latency ((Tick/Count))
system.l2.ReadExReq.avgMissLatency::total 80995.185586                       # average ReadExReq miss latency ((Tick/Count))
system.l2.ReadExReq.mshrMisses::cpu.data       103149                       # number of ReadExReq MSHR misses (Count)
system.l2.ReadExReq.mshrMisses::total          103149                       # number of ReadExReq MSHR misses (Count)
system.l2.ReadExReq.mshrMissLatency::cpu.data   7650449115                       # number of ReadExReq MSHR miss ticks (Tick)
system.l2.ReadExReq.mshrMissLatency::total   7650449115                       # number of ReadExReq MSHR miss ticks (Tick)
system.l2.ReadExReq.mshrMissRate::cpu.data     0.255013                       # mshr miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.mshrMissRate::total      0.255013                       # mshr miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.avgMshrMissLatency::cpu.data 74168.912108                       # average ReadExReq mshr miss latency ((Tick/Count))
system.l2.ReadExReq.avgMshrMissLatency::total 74168.912108                       # average ReadExReq mshr miss latency ((Tick/Count))
system.l2.ReadSharedReq.hits::cpu.data         718002                       # number of ReadSharedReq hits (Count)
system.l2.ReadSharedReq.hits::total            718002                       # number of ReadSharedReq hits (Count)
system.l2.ReadSharedReq.misses::cpu.data        38470                       # number of ReadSharedReq misses (Count)
system.l2.ReadSharedReq.misses::total           38470                       # number of ReadSharedReq misses (Count)
system.l2.ReadSharedReq.missLatency::cpu.data   3050762517                       # number of ReadSharedReq miss ticks (Tick)
system.l2.ReadSharedReq.missLatency::total   3050762517                       # number of ReadSharedReq miss ticks (Tick)
system.l2.ReadSharedReq.accesses::cpu.data       756472                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l2.ReadSharedReq.accesses::total        756472                       # number of ReadSharedReq accesses(hits+misses) (Count)
