
---------- Begin Simulation Statistics ----------
simSeconds                                   0.034440                       # Number of seconds simulated (Second)
simTicks                                  34439665194                       # Number of ticks simulated (Tick)
finalTick                                 34439665194                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    614.65                       # Real time elapsed on the host (Second)
hostTickRate                                 56031634                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2248096                       # Number of bytes of host memory used (Byte)
simInsts                                    100000002                       # Number of instructions simulated (Count)
simOps                                      172150144                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   162695                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     280080                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        103422419                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.034224                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.966908                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       230379738                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      285                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      212240584                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  80611                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             58229807                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         106613109                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 177                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           103332766                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.053952                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.455843                       # Number of insts issued each cycle (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.000067                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.000067                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst 69126.010274                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total 69126.010274                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst          260                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total          260                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst          908                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total          908                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst     66056544                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total     66056544                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.000052                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.000052                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst 72749.497797                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total 72749.497797                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED  34439665194                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse           479.001430                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs             17388572                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs                908                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs           19150.409692                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick               84249                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst   479.001430                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.935550                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.935550                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024          492                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::3            1                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::4          491                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024     0.960938                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses           34778572                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses          34778572                       # Number of data accesses (Count)
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  34439665194                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.iew.idleCycles                           0                       # Number of cycles IEW is idle (Cycle)
system.cpu.iew.squashCycles                   1084843                       # Number of cycles IEW is squashing (Cycle)
system.cpu.iew.blockCycles                   13052181                       # Number of cycles IEW is blocking (Cycle)
system.cpu.iew.unblockCycles                  7270177                       # Number of cycles IEW is unblocking (Cycle)
system.cpu.iew.dispatchedInsts              230380023                       # Number of instructions dispatched to IQ (Count)
system.cpu.iew.dispSquashedInsts                44682                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.iew.dispLoadInsts                 48167860                       # Number of dispatched load instructions (Count)
system.cpu.iew.dispStoreInsts                14140120                       # Number of dispatched store instructions (Count)
system.cpu.iew.dispNonSpecInsts                    99                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iew.iqFullEvents                    109499                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.iew.lsqFullEvents                  6909894                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.iew.memOrderViolationEvents           4812                       # Number of memory order violations (Count)
system.cpu.iew.predictedTakenIncorrect         540096                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.iew.predictedNotTakenIncorrect       621347                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu.iew.branchMispredicts              1161443                       # Number of branch mispredicts detected at execute (Count)
system.cpu.iew.instsToCommit                207901973                       # Cumulative count of insts sent to commit (Count)
system.cpu.iew.writebackCount               207006802                       # Cumulative count of insts written-back (Count)
system.cpu.iew.producerInst                 163589509                       # Number of instructions producing a value (Count)
system.cpu.iew.consumerInst                 257933990                       # Number of instructions consuming a value (Count)
system.cpu.iew.wbRate                        2.001566                       # Insts written-back per cycle ((Count/Cycle))
system.cpu.iew.wbFanout                      0.634230                       # Average fanout of values written-back ((Count/Count))
system.cpu.interrupts.clk_domain.clock           5328                       # Clock period in ticks (Tick)
system.cpu.itb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu.itb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.itb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu.itb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.itb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.itb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.itb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu.itb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED  34439665194                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.itb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu.itb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu.itb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu.itb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.itb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.itb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu.itb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu.itb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  34439665194                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.lsq0.forwLoads                     7009967                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads                12159188                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses                15549                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation                4812                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores                3621035                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads                   26                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                 124779                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples           36008655                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::mean              4.509371                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::stdev            15.283153                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::0-9               35083082     97.43%     97.43% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::10-19                33620      0.09%     97.52% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::20-29               665276      1.85%     99.37% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::30-39                30226      0.08%     99.45% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::40-49                14924      0.04%     99.50% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::50-59                 7044      0.02%     99.52% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::60-69                 4963      0.01%     99.53% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::70-79                 4146      0.01%     99.54% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::80-89                 2397      0.01%     99.55% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::90-99                 5776      0.02%     99.56% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::100-109               5624      0.02%     99.58% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::110-119               7821      0.02%     99.60% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::120-129              14078      0.04%     99.64% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::130-139               7457      0.02%     99.66% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::140-149               6441      0.02%     99.68% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::150-159               3280      0.01%     99.69% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::160-169               4164      0.01%     99.70% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::170-179               5432      0.02%     99.71% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::180-189              13143      0.04%     99.75% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::190-199              46625      0.13%     99.88% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::200-209               4621      0.01%     99.89% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::210-219               1957      0.01%     99.90% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::220-229               2600      0.01%     99.91% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::230-239              10199      0.03%     99.93% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::240-249               3494      0.01%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::250-259               2257      0.01%     99.95% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::260-269               1759      0.00%     99.95% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::270-279               4356      0.01%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::280-289               4638      0.01%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::290-299                790      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::overflows             6465      0.02%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::max_value             1634                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::total             36008655                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.mmu.dtb.rdAccesses                43946782                       # TLB accesses on read requests (Count)
system.cpu.mmu.dtb.wrAccesses                12360482                       # TLB accesses on write requests (Count)
system.cpu.mmu.dtb.rdMisses                    334955                       # TLB misses on read requests (Count)
system.cpu.mmu.dtb.wrMisses                    535006                       # TLB misses on write requests (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  34439665194                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.rdAccesses                       0                       # TLB accesses on read requests (Count)
system.cpu.mmu.itb.wrAccesses                17389072                       # TLB accesses on write requests (Count)
system.cpu.mmu.itb.rdMisses                         0                       # TLB misses on read requests (Count)
system.cpu.mmu.itb.wrMisses                       311                       # TLB misses on write requests (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  34439665194                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON  34439665194                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.squashCycles                1084843                       # Number of cycles rename is squashing (Cycle)
system.cpu.rename.idleCycles                 15379978                       # Number of cycles rename is idle (Cycle)
system.cpu.rename.blockCycles                26968623                       # Number of cycles rename is blocking (Cycle)
system.cpu.rename.serializeStallCycles           2281                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.runCycles                  33052251                       # Number of cycles rename is running (Cycle)
system.cpu.rename.unblockCycles              26844790                       # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.renamedInsts              239012002                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents                277595                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                6020446                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents                1172960                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents               18764533                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.renamedOperands           413939307                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                   862711365                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                358837195                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                    798732                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps             304311575                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                109627610                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                      47                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                  47                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                  23623690                       # count of insts added to the skid buffer (Count)
system.cpu.rob.reads                        314432373                       # The number of ROB reads (Count)
system.cpu.rob.writes                       468887576                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                100000002                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                  172150144                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    63                       # Number of system calls (Count)
system.cpu_clk_domain.clock                       333                       # Clock period in ticks (Tick)
system.cpu_voltage_domain.voltage                   1                       # Voltage in Volts (Volt)
system.l2.demandHits::cpu.inst                     36                       # number of demand (read+write) hits (Count)
system.l2.demandHits::cpu.data                1038951                       # number of demand (read+write) hits (Count)
system.l2.demandHits::total                   1038987                       # number of demand (read+write) hits (Count)
system.l2.overallHits::cpu.inst                    36                       # number of overall hits (Count)
system.l2.overallHits::cpu.data               1038951                       # number of overall hits (Count)
system.l2.overallHits::total                  1038987                       # number of overall hits (Count)
system.l2.demandMisses::cpu.inst                  872                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::cpu.data               142101                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::total                  142973                       # number of demand (read+write) misses (Count)
system.l2.overallMisses::cpu.inst                 872                       # number of overall misses (Count)
system.l2.overallMisses::cpu.data              142101                       # number of overall misses (Count)
system.l2.overallMisses::total                 142973                       # number of overall misses (Count)
system.l2.demandMissLatency::cpu.inst        64888713                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu.data     11421926307                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::total        11486815020                       # number of demand (read+write) miss ticks (Tick)
system.l2.overallMissLatency::cpu.inst       64888713                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu.data    11421926307                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::total       11486815020                       # number of overall miss ticks (Tick)
system.l2.demandAccesses::cpu.inst                908                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu.data            1181052                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::total               1181960                       # number of demand (read+write) accesses (Count)
system.l2.overallAccesses::cpu.inst               908                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu.data           1181052                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::total              1181960                       # number of overall (read+write) accesses (Count)
system.l2.demandMissRate::cpu.inst           0.960352                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu.data           0.120317                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::total              0.120963                       # miss rate for demand accesses (Ratio)
system.l2.overallMissRate::cpu.inst          0.960352                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu.data          0.120317                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::total             0.120963                       # miss rate for overall accesses (Ratio)
system.l2.demandAvgMissLatency::cpu.inst 74413.661697                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu.data 80378.929825                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::total    80342.547334                       # average overall miss latency in ticks ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.inst 74413.661697                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.data 80378.929825                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::total   80342.547334                       # average overall miss latency ((Tick/Count))
system.l2.blockedCycles::no_mshrs                   0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCycles::no_targets                 0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCauses::no_mshrs                   0                       # number of times access was blocked (Count)
system.l2.blockedCauses::no_targets                 0                       # number of times access was blocked (Count)
system.l2.avgBlocked::no_mshrs                    nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.avgBlocked::no_targets                  nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.writebacks::writebacks                91121                       # number of writebacks (Count)
system.l2.writebacks::total                     91121                       # number of writebacks (Count)
system.l2.demandMshrMisses::cpu.inst              872                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu.data           142101                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::total              142973                       # number of demand (read+write) MSHR misses (Count)
system.l2.overallMshrMisses::cpu.inst             872                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu.data          142101                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::total             142973                       # number of overall MSHR misses (Count)
system.l2.demandMshrMissLatency::cpu.inst     58937925                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu.data  10451909377                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::total    10510847302                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu.inst     58937925                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu.data  10451909377                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::total   10510847302                       # number of overall MSHR miss ticks (Tick)
system.l2.demandMshrMissRate::cpu.inst       0.960352                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu.data       0.120317                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::total          0.120963                       # mshr miss ratio for demand accesses (Ratio)
system.l2.overallMshrMissRate::cpu.inst      0.960352                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu.data      0.120317                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::total         0.120963                       # mshr miss ratio for overall accesses (Ratio)
system.l2.demandAvgMshrMissLatency::cpu.inst 67589.363532                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::cpu.data 73552.679974                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::total 73516.309387                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu.inst 67589.363532                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu.data 73552.679974                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::total 73516.309387                       # average overall mshr miss latency ((Tick/Count))
system.l2.replacements                         110285                       # number of replacements (Count)
system.l2.ReadCleanReq.hits::cpu.inst              36                       # number of ReadCleanReq hits (Count)
system.l2.ReadCleanReq.hits::total                 36                       # number of ReadCleanReq hits (Count)
system.l2.ReadCleanReq.misses::cpu.inst           872                       # number of ReadCleanReq misses (Count)
system.l2.ReadCleanReq.misses::total              872                       # number of ReadCleanReq misses (Count)
system.l2.ReadCleanReq.missLatency::cpu.inst     64888713                       # number of ReadCleanReq miss ticks (Tick)
system.l2.ReadCleanReq.missLatency::total     64888713                       # number of ReadCleanReq miss ticks (Tick)
system.l2.ReadCleanReq.accesses::cpu.inst          908                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.l2.ReadCleanReq.accesses::total            908                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.l2.ReadCleanReq.missRate::cpu.inst     0.960352                       # miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.missRate::total       0.960352                       # miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.avgMissLatency::cpu.inst 74413.661697                       # average ReadCleanReq miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMissLatency::total 74413.661697                       # average ReadCleanReq miss latency ((Tick/Count))
system.l2.ReadCleanReq.mshrMisses::cpu.inst          872                       # number of ReadCleanReq MSHR misses (Count)
system.l2.ReadCleanReq.mshrMisses::total          872                       # number of ReadCleanReq MSHR misses (Count)
system.l2.ReadCleanReq.mshrMissLatency::cpu.inst     58937925                       # number of ReadCleanReq MSHR miss ticks (Tick)
system.l2.ReadCleanReq.mshrMissLatency::total     58937925                       # number of ReadCleanReq MSHR miss ticks (Tick)
system.l2.ReadCleanReq.mshrMissRate::cpu.inst     0.960352                       # mshr miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.mshrMissRate::total     0.960352                       # mshr miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.avgMshrMissLatency::cpu.inst 67589.363532                       # average ReadCleanReq mshr miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMshrMissLatency::total 67589.363532                       # average ReadCleanReq mshr miss latency ((Tick/Count))
system.l2.ReadExReq.hits::cpu.data             305180                       # number of ReadExReq hits (Count)
system.l2.ReadExReq.hits::total                305180                       # number of ReadExReq hits (Count)
system.l2.ReadExReq.misses::cpu.data           102675                       # number of ReadExReq misses (Count)
system.l2.ReadExReq.misses::total              102675                       # number of ReadExReq misses (Count)
system.l2.ReadExReq.missLatency::cpu.data   8313935409                       # number of ReadExReq miss ticks (Tick)
system.l2.ReadExReq.missLatency::total     8313935409                       # number of ReadExReq miss ticks (Tick)
system.l2.ReadExReq.accesses::cpu.data         407855                       # number of ReadExReq accesses(hits+misses) (Count)
system.l2.ReadExReq.accesses::total            407855                       # number of ReadExReq accesses(hits+misses) (Count)
system.l2.ReadExReq.missRate::cpu.data       0.251744                       # miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.missRate::total          0.251744                       # miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.avgMissLatency::cpu.data 80973.317838                       # average ReadExReq miss latency ((Tick/Count))
system.l2.ReadExReq.avgMissLatency::total 80973.317838                       # average ReadExReq miss latency ((Tick/Count))
system.l2.ReadExReq.mshrMisses::cpu.data       102675                       # number of ReadExReq MSHR misses (Count)
system.l2.ReadExReq.mshrMisses::total          102675                       # number of ReadExReq MSHR misses (Count)
system.l2.ReadExReq.mshrMissLatency::cpu.data   7613051990                       # number of ReadExReq MSHR miss ticks (Tick)
system.l2.ReadExReq.mshrMissLatency::total   7613051990                       # number of ReadExReq MSHR miss ticks (Tick)
system.l2.ReadExReq.mshrMissRate::cpu.data     0.251744                       # mshr miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.mshrMissRate::total      0.251744                       # mshr miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.avgMshrMissLatency::cpu.data 74147.085366                       # average ReadExReq mshr miss latency ((Tick/Count))
system.l2.ReadExReq.avgMshrMissLatency::total 74147.085366                       # average ReadExReq mshr miss latency ((Tick/Count))
system.l2.ReadSharedReq.hits::cpu.data         733771                       # number of ReadSharedReq hits (Count)
system.l2.ReadSharedReq.hits::total            733771                       # number of ReadSharedReq hits (Count)
system.l2.ReadSharedReq.misses::cpu.data        39426                       # number of ReadSharedReq misses (Count)
system.l2.ReadSharedReq.misses::total           39426                       # number of ReadSharedReq misses (Count)
system.l2.ReadSharedReq.missLatency::cpu.data   3107990898                       # number of ReadSharedReq miss ticks (Tick)
system.l2.ReadSharedReq.missLatency::total   3107990898                       # number of ReadSharedReq miss ticks (Tick)
system.l2.ReadSharedReq.accesses::cpu.data       773197                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l2.ReadSharedReq.accesses::total        773197                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l2.ReadSharedReq.missRate::cpu.data     0.050991                       # miss rate for ReadSharedReq accesses (Ratio)
