
---------- Begin Simulation Statistics ----------
simSeconds                                   0.037726                       # Number of seconds simulated (Second)
simTicks                                  37725652584                       # Number of ticks simulated (Tick)
finalTick                                 37725652584                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    649.71                       # Real time elapsed on the host (Second)
hostTickRate                                 58065446                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2407408                       # Number of bytes of host memory used (Byte)
simInsts                                    100000002                       # Number of instructions simulated (Count)
simOps                                      174580966                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   153915                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     268706                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        113290249                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.132902                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.882689                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       214792924                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    11102                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      200229337                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 127097                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             40222988                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          69344332                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                4871                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           110100411                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.818607                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.104277                       # Number of insts issued each cycle (Count)
system.cpu.icache.ReadReq.misses::total       1406195                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.missLatency::cpu.inst  12937522185                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.missLatency::total  12937522185                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.accesses::cpu.inst     20733144                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.accesses::total     20733144                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.067824                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.067824                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst  9200.375613                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total  9200.375613                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst       124183                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total       124183                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst      1282012                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total      1282012                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst  11233754662                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total  11233754662                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.061834                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.061834                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst  8762.597122                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total  8762.597122                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED  37725652584                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse           510.821003                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs             20608961                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs            1282012                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs              16.075482                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick               84249                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst   510.821003                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.997697                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.997697                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024          512                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::2           57                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::3          448                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::4            7                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses           42748300                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses          42748300                       # Number of data accesses (Count)
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  37725652584                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.iew.idleCycles                           0                       # Number of cycles IEW is idle (Cycle)
system.cpu.iew.squashCycles                    885511                       # Number of cycles IEW is squashing (Cycle)
system.cpu.iew.blockCycles                    7002071                       # Number of cycles IEW is blocking (Cycle)
system.cpu.iew.unblockCycles                  3637776                       # Number of cycles IEW is unblocking (Cycle)
system.cpu.iew.dispatchedInsts              214804026                       # Number of instructions dispatched to IQ (Count)
system.cpu.iew.dispSquashedInsts                28784                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.iew.dispLoadInsts                 48469386                       # Number of dispatched load instructions (Count)
system.cpu.iew.dispStoreInsts                18076339                       # Number of dispatched store instructions (Count)
system.cpu.iew.dispNonSpecInsts                  3722                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iew.iqFullEvents                    156350                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.iew.lsqFullEvents                  3400149                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.iew.memOrderViolationEvents         123040                       # Number of memory order violations (Count)
system.cpu.iew.predictedTakenIncorrect         328379                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.iew.predictedNotTakenIncorrect       540141                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu.iew.branchMispredicts               868520                       # Number of branch mispredicts detected at execute (Count)
system.cpu.iew.instsToCommit                198289283                       # Cumulative count of insts sent to commit (Count)
system.cpu.iew.writebackCount               197817633                       # Cumulative count of insts written-back (Count)
system.cpu.iew.producerInst                 150281873                       # Number of instructions producing a value (Count)
system.cpu.iew.consumerInst                 218868539                       # Number of instructions consuming a value (Count)
system.cpu.iew.wbRate                        1.746113                       # Insts written-back per cycle ((Count/Cycle))
system.cpu.iew.wbFanout                      0.686631                       # Average fanout of values written-back ((Count/Count))
system.cpu.interrupts.clk_domain.clock           5328                       # Clock period in ticks (Tick)
system.cpu.itb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu.itb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.itb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu.itb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.itb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.itb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.itb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu.itb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED  37725652584                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.itb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu.itb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu.itb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu.itb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.itb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.itb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu.itb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu.itb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  37725652584                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.lsq0.forwLoads                    17348948                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads                 9058128                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses                26917                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation              123040                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores                3354933                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads                 1640                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                    953                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples           39409182                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::mean              3.340057                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::stdev             5.228573                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::0-9               38555622     97.83%     97.83% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::10-19                33727      0.09%     97.92% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::20-29               793593      2.01%     99.93% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::30-39                16039      0.04%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::40-49                  328      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::50-59                  402      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::60-69                  124      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::70-79                   63      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::80-89                  108      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::90-99                   68      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::100-109                172      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::110-119                135      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::120-129                137      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::130-139                168      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::140-149                147      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::150-159                210      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::160-169                352      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::170-179                411      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::180-189                410      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::190-199               2707      0.01%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::200-209                143      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::210-219                164      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::220-229                139      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::230-239               1972      0.01%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::240-249                389      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::250-259                 53      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::260-269                 50      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::270-279                233      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::280-289                666      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::290-299                 32      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::overflows              418      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::max_value             1249                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::total             39409182                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.mmu.dtb.rdAccesses                44307959                       # TLB accesses on read requests (Count)
system.cpu.mmu.dtb.wrAccesses                16184905                       # TLB accesses on write requests (Count)
system.cpu.mmu.dtb.rdMisses                    126759                       # TLB misses on read requests (Count)
system.cpu.mmu.dtb.wrMisses                     16815                       # TLB misses on write requests (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  37725652584                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.rdAccesses                       0                       # TLB accesses on read requests (Count)
system.cpu.mmu.itb.wrAccesses                20733838                       # TLB accesses on write requests (Count)
system.cpu.mmu.itb.rdMisses                         0                       # TLB misses on read requests (Count)
system.cpu.mmu.itb.wrMisses                     62615                       # TLB misses on write requests (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  37725652584                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON  37725652584                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.squashCycles                 885511                       # Number of cycles rename is squashing (Cycle)
system.cpu.rename.idleCycles                 43465428                       # Number of cycles rename is idle (Cycle)
system.cpu.rename.blockCycles                12882580                       # Number of cycles rename is blocking (Cycle)
system.cpu.rename.serializeStallCycles           2203                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.runCycles                  31982831                       # Number of cycles rename is running (Cycle)
system.cpu.rename.unblockCycles              20881858                       # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.renamedInsts              219205618                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents                 55417                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                6890445                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents                4247685                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents                9576161                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.renamedOperands           310824801                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                   664577939                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                265057507                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                   2693541                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps             249182558                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                 61642115                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                      53                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                  54                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                  23772472                       # count of insts added to the skid buffer (Count)
system.cpu.rob.reads                        308781238                       # The number of ROB reads (Count)
system.cpu.rob.writes                       435251526                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                100000002                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                  174580966                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    70                       # Number of system calls (Count)
system.cpu_clk_domain.clock                       333                       # Clock period in ticks (Tick)
system.cpu_voltage_domain.voltage                   1                       # Voltage in Volts (Volt)
system.l2.demandHits::cpu.inst                1268908                       # number of demand (read+write) hits (Count)
system.l2.demandHits::cpu.data                 514294                       # number of demand (read+write) hits (Count)
system.l2.demandHits::total                   1783202                       # number of demand (read+write) hits (Count)
system.l2.overallHits::cpu.inst               1268908                       # number of overall hits (Count)
system.l2.overallHits::cpu.data                514294                       # number of overall hits (Count)
system.l2.overallHits::total                  1783202                       # number of overall hits (Count)
system.l2.demandMisses::cpu.inst                12965                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::cpu.data                80637                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::total                   93602                       # number of demand (read+write) misses (Count)
system.l2.overallMisses::cpu.inst               12965                       # number of overall misses (Count)
system.l2.overallMisses::cpu.data               80637                       # number of overall misses (Count)
system.l2.overallMisses::total                  93602                       # number of overall misses (Count)
system.l2.demandMissLatency::cpu.inst       984924423                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu.data      5952982059                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::total         6937906482                       # number of demand (read+write) miss ticks (Tick)
system.l2.overallMissLatency::cpu.inst      984924423                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu.data     5952982059                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::total        6937906482                       # number of overall miss ticks (Tick)
system.l2.demandAccesses::cpu.inst            1281873                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu.data             594931                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::total               1876804                       # number of demand (read+write) accesses (Count)
system.l2.overallAccesses::cpu.inst           1281873                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu.data            594931                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::total              1876804                       # number of overall (read+write) accesses (Count)
system.l2.demandMissRate::cpu.inst           0.010114                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu.data           0.135540                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::total              0.049873                       # miss rate for demand accesses (Ratio)
system.l2.overallMissRate::cpu.inst          0.010114                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu.data          0.135540                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::total             0.049873                       # miss rate for overall accesses (Ratio)
system.l2.demandAvgMissLatency::cpu.inst 75967.946240                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu.data 73824.448566                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::total    74121.348710                       # average overall miss latency in ticks ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.inst 75967.946240                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.data 73824.448566                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::total   74121.348710                       # average overall miss latency ((Tick/Count))
system.l2.blockedCycles::no_mshrs                   0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCycles::no_targets                 0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCauses::no_mshrs                   0                       # number of times access was blocked (Count)
system.l2.blockedCauses::no_targets                 0                       # number of times access was blocked (Count)
system.l2.avgBlocked::no_mshrs                    nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.avgBlocked::no_targets                  nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.writebacks::writebacks                46864                       # number of writebacks (Count)
system.l2.writebacks::total                     46864                       # number of writebacks (Count)
system.l2.demandMshrMisses::cpu.inst            12965                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu.data            80637                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::total               93602                       # number of demand (read+write) MSHR misses (Count)
system.l2.overallMshrMisses::cpu.inst           12965                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu.data           80637                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::total              93602                       # number of overall MSHR misses (Count)
system.l2.demandMshrMissLatency::cpu.inst    896422244                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu.data   5402532697                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::total     6298954941                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu.inst    896422244                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu.data   5402532697                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::total    6298954941                       # number of overall MSHR miss ticks (Tick)
system.l2.demandMshrMissRate::cpu.inst       0.010114                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu.data       0.135540                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::total          0.049873                       # mshr miss ratio for demand accesses (Ratio)
system.l2.overallMshrMissRate::cpu.inst      0.010114                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu.data      0.135540                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::total         0.049873                       # mshr miss ratio for overall accesses (Ratio)
system.l2.demandAvgMshrMissLatency::cpu.inst 69141.707983                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::cpu.data 66998.185659                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::total 67295.089218                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu.inst 69141.707983                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu.data 66998.185659                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::total 67295.089218                       # average overall mshr miss latency ((Tick/Count))
system.l2.replacements                          60868                       # number of replacements (Count)
system.l2.ReadCleanReq.hits::cpu.inst         1268908                       # number of ReadCleanReq hits (Count)
system.l2.ReadCleanReq.hits::total            1268908                       # number of ReadCleanReq hits (Count)
system.l2.ReadCleanReq.misses::cpu.inst         12965                       # number of ReadCleanReq misses (Count)
system.l2.ReadCleanReq.misses::total            12965                       # number of ReadCleanReq misses (Count)
system.l2.ReadCleanReq.missLatency::cpu.inst    984924423                       # number of ReadCleanReq miss ticks (Tick)
system.l2.ReadCleanReq.missLatency::total    984924423                       # number of ReadCleanReq miss ticks (Tick)
system.l2.ReadCleanReq.accesses::cpu.inst      1281873                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.l2.ReadCleanReq.accesses::total        1281873                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.l2.ReadCleanReq.missRate::cpu.inst     0.010114                       # miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.missRate::total       0.010114                       # miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.avgMissLatency::cpu.inst 75967.946240                       # average ReadCleanReq miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMissLatency::total 75967.946240                       # average ReadCleanReq miss latency ((Tick/Count))
system.l2.ReadCleanReq.mshrMisses::cpu.inst        12965                       # number of ReadCleanReq MSHR misses (Count)
system.l2.ReadCleanReq.mshrMisses::total        12965                       # number of ReadCleanReq MSHR misses (Count)
system.l2.ReadCleanReq.mshrMissLatency::cpu.inst    896422244                       # number of ReadCleanReq MSHR miss ticks (Tick)
system.l2.ReadCleanReq.mshrMissLatency::total    896422244                       # number of ReadCleanReq MSHR miss ticks (Tick)
system.l2.ReadCleanReq.mshrMissRate::cpu.inst     0.010114                       # mshr miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.mshrMissRate::total     0.010114                       # mshr miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.avgMshrMissLatency::cpu.inst 69141.707983                       # average ReadCleanReq mshr miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMshrMissLatency::total 69141.707983                       # average ReadCleanReq mshr miss latency ((Tick/Count))
system.l2.ReadExReq.hits::cpu.data              35945                       # number of ReadExReq hits (Count)
system.l2.ReadExReq.hits::total                 35945                       # number of ReadExReq hits (Count)
system.l2.ReadExReq.misses::cpu.data            72384                       # number of ReadExReq misses (Count)
system.l2.ReadExReq.misses::total               72384                       # number of ReadExReq misses (Count)
system.l2.ReadExReq.missLatency::cpu.data   5295396636                       # number of ReadExReq miss ticks (Tick)
system.l2.ReadExReq.missLatency::total     5295396636                       # number of ReadExReq miss ticks (Tick)
system.l2.ReadExReq.accesses::cpu.data         108329                       # number of ReadExReq accesses(hits+misses) (Count)
system.l2.ReadExReq.accesses::total            108329                       # number of ReadExReq accesses(hits+misses) (Count)
system.l2.ReadExReq.missRate::cpu.data       0.668187                       # miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.missRate::total          0.668187                       # miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.avgMissLatency::cpu.data 73157.004808                       # average ReadExReq miss latency ((Tick/Count))
system.l2.ReadExReq.avgMissLatency::total 73157.004808                       # average ReadExReq miss latency ((Tick/Count))
system.l2.ReadExReq.mshrMisses::cpu.data        72384                       # number of ReadExReq MSHR misses (Count)
system.l2.ReadExReq.mshrMisses::total           72384                       # number of ReadExReq MSHR misses (Count)
system.l2.ReadExReq.mshrMissLatency::cpu.data   4801301038                       # number of ReadExReq MSHR miss ticks (Tick)
system.l2.ReadExReq.mshrMissLatency::total   4801301038                       # number of ReadExReq MSHR miss ticks (Tick)
system.l2.ReadExReq.mshrMissRate::cpu.data     0.668187                       # mshr miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.mshrMissRate::total      0.668187                       # mshr miss rate for ReadExReq accesses (Ratio)
system.l2.ReadExReq.avgMshrMissLatency::cpu.data 66330.971458                       # average ReadExReq mshr miss latency ((Tick/Count))
system.l2.ReadExReq.avgMshrMissLatency::total 66330.971458                       # average ReadExReq mshr miss latency ((Tick/Count))
system.l2.ReadSharedReq.hits::cpu.data         478349                       # number of ReadSharedReq hits (Count)
system.l2.ReadSharedReq.hits::total            478349                       # number of ReadSharedReq hits (Count)
system.l2.ReadSharedReq.misses::cpu.data         8253                       # number of ReadSharedReq misses (Count)
system.l2.ReadSharedReq.misses::total            8253                       # number of ReadSharedReq misses (Count)
